station_id,name,station_ligne,lat,lon
372,Jasmin,9,48.8525040906,2.26817674944
492,Mairie de Montreuil,9,48.8619369141,2.44131094125
671,Pont de Sevres,9,48.8296748438,2.23079959132
14,Alma Marceau,9,48.864766845,2.3009910035
156,Charonne,9,48.8545804991,2.38556348082
174,Chaussee d'Antin,9,48.8729376577,2.33347913185
278,Exelmans,9,48.8429386959,2.26003290221
423,La Muette,9,48.8580460563,2.27415463109
733,Republique,9,48.8671116386,2.36423494565
509,Maraichers,9,48.8527251193,2.40608916188
543,Michel Ange Auteuil,9,48.8478956502,2.26408203075
545,Michel Ange Molitor,9,48.8450581723,2.26174512496
838,Strasbourg Saint Denis,9,48.8692241717,2.3546037907
722,Ranelagh,9,48.8554850504,2.27010913894
741,Robespierre,9,48.8557264286,2.42298321615
751,Rue de la Pompe,9,48.8639744458,2.27811255845
759,Saint Augustin,9,48.8745583847,2.3213619281
920,Voltaire,9,48.8574537227,2.38071878586
98,Rue des Boulets,9,48.8523154274,2.38937812792
74,Billancourt,9,48.8321105601,2.23863934858
228,Croix de Chavaux,9,48.8579655912,2.43555571569
294,Franklin D.Roosevelt,9,48.8686998474,2.30950515734
345,Havre Caumartin,9,48.8737134067,2.32769540963
359,Iena,9,48.8647940658,2.29416201811
513,Marcel Sembat,9,48.8337088491,2.24384059238
586,Nation,9,48.8489446451,2.39587943519
693,Porte de Montreuil,9,48.8535439161,2.41062642574
778,Saint Philippe du Roule,9,48.8724223837,2.31003834462
755,Grands Boulevards,9,48.8714977394,2.34315477308
91,Bonne Nouvelle,9,48.8701642009,2.35049797186
121,Buzenval,9,48.851812133,2.40102227052
549,Miromesnil,9,48.8737095277,2.31460632162
603,Oberkampf,9,48.8647276207,2.36849638711
695,Porte de Saint Cloud,9,48.8379612135,2.25712222985
738,Richelieu Drouot,9,48.8721523526,2.33911503927
758,Saint Ambroise,9,48.8610192599,2.37473343128
863,Trocadero,9,48.8630650202,2.28624317069
